Column1,sentence,label,filename
510,"o b r a z l o ž e nj e osnovno državno tužilaštvo u beranama, dana 02.03.2011 godine, podiglo je optužnicu ktbr31/11 protiv okrivljenog t. m., iz berana, zbog krivi?nog djela pronevjera iz ?l420.st.2.u vezi st.1.kzcg.na glavnom pretresu od 20.04.2011 godine, zastupnik javne optužbe, zamjenik odt-a u beranama, vladan djalovi?, u završnoj rije?i je izjavio: da u svemu ostaje pri podnijetoj optužnici i smatra da je dokazima izvedenim tokom postupka u potpunosti dokazano da je optuženi izvršio krivi?no djelo kako je to opisano u dispozitivu optužnice, te zatražio da ga sud oglasi krivim i kazni po zakonu, te da pri odmjeravanju kazne ima u vidu sve okolnosti koje uti?u da kazna bude ve?a ili manja .",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
511,"punomo?nik ošte?ene pošte u b., j. m., u završnoj rije?i je izjavio da se ne pridružuje krivi?nom gonjenju protiv okrivljenog, iz razloga što je isti sve do konkretnog slu?aja radio odgovorno svoj posao i što je sam napravio spisak lica ?iji je novac prisvojio, priznao šta je uradio a nakon toga je on zatražio od tmuši?a raskid radnog odnosa, te da kao predstavnik ošte?ene postavlja imovinsko pravni zahtjev za naknadu štete u iznosu od 3.187.91 eura, jer je to iznos za koji je ošte?ena i koji je pošta uplatila licima od kojih je okrivljeni prisvojio novac koji mu je bio povjeren u radu kao poštaru .",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
512,"izjašnjavaju?i se o navodima iz optužnice odt-a u beranama, okrivljeni t. m. je tokom postupka u svoju odbranu naveo slede?e: da je ta?no da je po?inio krivi?no djelo pronevjere i to na na?in i u vrijednosti kako je to navedeno optužbom, te da je kao poštar pošte crne gore pribavio sebi protivpravnu korist od novca koji mu je povjeren na radu i prisvojio iznos od 3.187.91 eura a to je u?inio iz razloga jer je morao da vrati neki dug licu od koga je pozajmio novac.dalje je naveo, da je mislio da ?e brzo mo?i da vrati taj prisvojeni novac jer je pokušao da proda ku?u i jedan komšija mu je obe?ao da ?e mu isplatiti novac za ku?u, ali mu do sada nije isplatio taj novac, tako da nije u mogu?nosti da vrati pošti, te da je ina?e od strane pošte taj dug obešte?en korisnicima koji su se odnosili uglavnom na putne troškove i druga nov?ana primanja.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
513,"istakao je, da je raskinuo radni odnos sa poštom nakon tog dogadjaja i to na njegov zahtjev, te da mu je žao zbog u?injenog krivi?nog djela i da ubudu?e ne?e ?initi takva niti sli?na krivi?na djela.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
514,"u završnoj rije?i je ponovio žaljenje zbog po?injenog djela i naveo da je to prvi put da u svom poslu napravi grešku a to je u?inio nemaju?i drugi izlaz, optere?en brojnim kreditima, misle?i da ?e novac koji mu je povjeren kao poštaru a koji je trebao isplatiti odredjenim licima, mo?i da vrati, ali nije uspio da riješi taj problem i zbog toga zatražio raskid radnog odnosa kod pošte koja je tim licima nadoknadila novac koji je on prisvoji.predložio je sudu da uzme u obzir da živi u peto?lanoj porodivci, gdje samo k?erka radi, da je ostao bez posla, ali da ?e nastojati da izmiri obavezu prema pošti i posebno, koliko ga je to teško pogodilo, kao i njegovu porodicu .",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
515,"radi pravilnog i zakonitog presudjenja ove krivi?no pravne stvari, sud je na glavnom pretresu u dokaznom postupku izveo slede?e dokaze: u svojstvu svjedoka saslušao predstavnika ošte?ene j. m., izvršio uvid u izvod br….",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
516,za promet i stanje ra?una br….,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
517,"na dan 30.01.2011 godine na ime pošta cg- poštanski centar b., izvršio uvid u spisak korisnika poštanskih usluga koji su obešte?eni od strane pošte b. zbog neispla?enih nov?anih primanja i uvid u izvod iz ke za okrivljenog .",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
518,"nakon sprovedenog dokaznog postupka, cijene?i navode optužbe, odbranu okrivljenog, te izvedene pobrojane dokaze, cijene?i ih u smislu ?l17.i 360.zkp-a, a dovode?i ih u vezu jedne sa drugim, sud je stao na stanovištu da su ?injenice iz ?injeni?nog opisa izreke presude u svemu dokazane i da je okrivljeni t. m. izvršio krivi?no djelo za koje je optužen, pa ga je oglasio krivim i krivi?no pravno odgovrnim, jer nije bilo osnova koji bi isklju?ivali postojanje krivi?nog djela i krivi?no pravne odgovornosti.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
519,"pri tome, sud je prihvatio odbranu okrivljenog koji priznaje izvršenje krivi?nog djela, jer je njegovo priznanje jasno, logi?no , te potpuno u skladu sa dokazima izvedenim na glavnom pretresu iz kojih je na nesumnjiv na?in utvrdjeno da je po?inio krivi?no djelo pronevjera za koje je optužen.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
520,"tako je iz iskaza svjedoka m. j. utvrdjeno da radi kao direktor centra pošta i da mu je poznato da je t. m. prisvojio iznos od 3.187.91 eura, koji mu je kao poštaru povjeren radi podjele korisnicima raznih prinadležnosti a navedeni iznos je izveden iz spiska koji je sa?inio okrivljeni a nakon toga su oni vršili analizu i utvrdili da je navedeni iznos ta?an i da je isti okrivljeni prisvojio tj.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
521,"da nije vršio isplate licima kojima je bio obavezan, ve? da je novac prisvojio za sebe.dalje je naveo, da posjeduje ta?an iznos novca i imena lica kojima nije izvršena isplata a sva ta lica su kasnije od strane pošte obešte?ena i izvršena im je isplata tako da oni nijesu u suštini ošte?eni a okrivljeni do današnjeg dana nije obeštetio poštu za navedeni nov?ani iznos, tako da je pošta sada ošte?ena .",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
522,"iskaz ovog svjedoka sud je prihvatio kao objektivan, jasan i uvjerljiv iz razloga usaglašenosti sa ostalim izvedenim dokazima, te odbranom okrivljenog koji u potpunosti priznaje da je rade?i kao poštar kod pošte u b. prisvojio novac koji mu je bio povjeren u radu a koji je korisnicima kasnije isplatila pošta svojim novcem, zbog ?ega je za navedeni iznos ošte?ena.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
523,iz izvoda br….,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
524,"za promet i stanje ra?una … na dan 31.01.2011 godine, vidi se da je na ra?unu pošte cg –poštanskog centra u b. priliv novca 3.187.91 eura, dok se iz spiska korisnika poštanskih usluga vidi da je ukupno 40 lica koja su ošte?ena kao korisnici poštanskih usluga, pri ?emu ispod tabelarnog spiska stoji potpis t. m. i izjava da je samoinicijativno sa?inio spisak ošte?enih korisnika poštanskih usluga , njegovom krivicom i tvrdnja da ujedno nema više ošte?enih korisnika.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
525,"pored toga, na drugom spisku su takodje imena 40 lica, istih kao na prethodnom spisku, stim što drugi spisak sadrži i potpise tih 40 lica, što ukazuje da su isti od pošte obešte?eni za iznose novca koji je okrivljeni prisvojio.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
526,prednje dokaze sud je takodje prihvatio a ni sam okrivljeni nije osporio ta?nost i sadržinu istih.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
527,"kada se isti dovedu u vezu sa iskazom svjedoka m. j. koji je decidno naveo da je nakon priznanja okrivljenog t., da je prisvojio novac, u kom iznosu i od kojih lica, pošta izvršila provjeru i utvrdjeno da su ti podaci ta?ni, te ?injenica da je pošta obeštetila korisnike, zaklju?uje se kao nesporno da je okrivljeni po?inio krivi?no djelo.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
528,"pravnom analizom naprijed utvrdjenog ?injeni?nog stanja, sud je našao da su u radnjama okrivljenog t. m. sadržana sva bitna obilježja bi?a krivi?nog djela pronevjera iz ?l420.st.2.u vezi st.1.kzcg.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
529,"u toku krivi?nog postupka, izvedenim dokazima utvrdjeno je kao nesporno da je okrivljeni t. m., novembra mjeseca 2010 godine, u b., kao službeno lice - poštar kod pošte crne gore- pošte u b., od novca koji mu je bio povjeren u radu i sa kojim je bio zadužen prisvojio iznos od 3.187.91 eura.okrivljeni je umjesto licima kojima je novac bio namijenjen i kojima je trebalo izvršiti isplatu kao korisnicima usluga pošte crne gore, novac zadržavao za sebe, što potvrdjuje kako njegovo priznanje, tako i spisak lica koje je pošta u b., obeštetila za iznos novca koji je okrivljeni prisvojio, što ukupno iznosi 3.187,91 eura.nesporno je takodje i da je okrivljeni sam napravio spisak lica koja su bila ošte?ena time što je prisvojio njihov novac, te da je ubrzo uslijedio i raskid radnog odnosa i okrivljeni ostao bez posla kod pošte u b., koja je obeštetila sva lica , njih ukupno 40 ?iji novac je prisvojen i to u ukupnom iznosu od 3.187,91 eura.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
530,"stoga je za pomenuti iznos ošte?ena pošta u b.. djeluju?i na opisani na?in okrivljeni je postupao sa umišljajem, svjestan da je prisvojio novac koji mu je povjeren u radu, radi pribavljanja protivpravne imovinske koristi, pa je htio postizanje zabranjene posledice .",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
531,"prilikom odlu?ivanja o izboru vrste i visine krivi?ne sankcije koju u konkretnom slu?aju treba primijeniti prema okrivljenom za naprijed navedeno krivi?no djelo, sud je imao u vidu sve okonosti u smislu ?l42.kzcg.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
532,"tako je od olakšavaju?ih okolnosti sud cijenio i uzeo u obzir da je okrivljeni porodi?an ?ovjek, otac troje djece, siromašnog imovnog stanja koji je u medjuvremenu ostao bez posla, da se predstavnik ošte?enog nije pridružio krivi?nom gonjenju, te da do sada nije osudjivan kao po?inilac krivi?nih djela.otežavaju?ih okolnosti na strani okrivljenog nije bilo, pa mu je sud na osnoviu ?l53.i 54.kzcg utvrdio kaznu zatvora u trajanju od 1 godine i istovremeno odredio da se ista ne?e izvršiti ako okrivljeni za vrijeme od dvije godine, od dana pravosnažnosti presude ne u?ini novo krivi?no djelo.imaju?i posebno u vidu ?injenicu da je okrivljeni otac troje djece, te da je ostao bez posla i da bi izricanje efektivne zatvorske kazne negativno uticalo ne samo na njegov život ve? i život njegove porodice,jer jedino radom može zaraditi za izdržavanje iste i nadoknaditi štetu ošte?enom, sud je uvjerenja da ?e se i uslovnom osudom kao mjerom upozorenja, uz prijetnju kaznom, u okviru opšte svrhe izricanja krivi?nih sankcija predvidjenih ?l4.st.2.kzcg posti?i svrha uslovne osude iz ?l52.istog zakona i da ?e ovako odmjerena uslovna osuda predstavljati dovoljnu opomenu za okrivljenog i na njega uticati da ubudu?e ne vrši krivi?na djela.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
533,"visina paušalnog iznosa odmjerena je s obzirom na složenost i trajanje krivi?nog postupka, te imovno stanje okrivljenog, shodno ?l199.st.3.zkp-a.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
534,"okrivljeni se obavezuje da na ime pri?injene štete plati ošte?enoj pošti crne gore- pošti u b. iznos od 3.187.91 eura, u roku od 15 dana od dana pravosnažnosti presude , shodno ?l212.st.2.zkp-a.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
535,sa iznijetih razloga odlu?eno je kao u izreci presude.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
536,"osnovni sud u beranama dana 20.04.2011 godine zapisni?ar predsjednik vije?a- sudija slavica jankovi? dubravka popovi? pravna pouka protiv ove presude nezadovoljna stranka ima pravo žalbe u roku od 15 dana, od dana prijema iste višem sudu u b.polju a preko ovog suda.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10154.txt
537,"osnovni sud u beranama k.br 98/11 u ime naroda osnovni sud u beranama, kao prvostepeni krivi?ni, u vije?u sastavljenom od sudije ane kenji? ?uki?, kao predsjednika vije?a i sudija porotnika stajke mileti? i slobodana lalevi?a, kao ?lanova vije?a, uz sudjelovanje zapisni?ara danojle miloševi?, u krivi?nom predmetu protiv optužene z. v. , iz berana, zbog krivi?nog djela falsifikovanje isprave iz ?l 412 st. 2 u vezi st. 1 kz-a, po optužnici osnovnog državnog tužilaštva u beranama ktbr67/11 od 11.03.2011. godine, nakon održanog glavnog i javnog pretresa, u prisustvu zamjenika odt-a berane amre sujkovi?, optužene i ošte?enih m. v. i m. v., donio je dana 06.06.2011.godine, a javno objavio, u odsustvu stranaka, dana 09.06.2011. godine p r e s u d u optužena z. v. , jmbg …, od oca v. i majke m., ro?ene a., ro?ena … godine u b., gdje je i stalno nastanjena u selu d., državljanka cg, doma?ica, udata, majka dvoje djece, pismena, sa završenom sss, siromašnog imovnog stanja, neosu?ivana oslobadja se od optužbe da je: krajem 2006. godine, u b., u namjeri da je upotrijebi kao pravu, napravila lažnu javnu ispravu - mjenicu, ser.br …, u koju je unijela lažne podatke, upisala imena v. m., brlk.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
538,"…, izdata od mup-a b. i v. m., br lk.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
539,"…, izdata od mup-a b. i ovaku lažnu javnu ispravu, za koju je znala da je lažna, upotrijebila kao pravu, dana 07.10.2006.godine, kod banke agro invest vfi doo b., prilikom realizacije kredita po ugovoru o zajmu br ld …, - ?ime bi izvršila krivi?no djelo falsifikovanje isprave iz ?l 412 st. 2 u vezi st.1 krivi?nog zakonika.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
540,"- pošto djelo za koje je optužena, po zakonu nije krivi?no djelo, na osnovu ?l 363 ta? 1 zkp.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
541,"troškovi krivi?nog postupka padaju na teret budžetskih sredstava ovoga suda, na osnovu ?l 203 st.1 zkp.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
542,"ošte?ene m. v. i m. v., iz b., radi ostvarivanja imovinsko pravnog zahtjeva za naknadu štete na osnovu ?l 212 st. 3 zkp-a upu?uju se na parnicu.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
543,"o b r a z l o ž e nj e osnovno državno tužilaštvo berane, podnijelo je optužnicu ktbr67/11 od 11.03.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
544,"2011. godine, protiv optužene z. v., iz berana, zbog krivi?nog djela falsifikovanje isprave iz ?l 412 st. 2 u vezi st. 1 kz-a.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
545,"zamjenik odt-a berane, amra sujkovi?, u završnoj rije?i, ostala je pri podnijetoj optužnici i predložila sudu da optuženu oglasi krivom i osudi na kaznu po zakonu, jer dokazima izvedenim na glavnom pretresu i to kako priznanjem optužene, tako i izjavama ošte?enih nesporno je dokazano da je optužena izvršila krivi?no djelo, koje joj je optužnicom stavljeno na teret.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
546,"ošte?ena m. v. , u završnoj rije?i nije se pridružila krivi?nom gonjenju protiv optužene, a zadržala je pravo da imovinsko pravni zahtjev za naknadu štete ostvari u parni?nom postupku, dok se o šte?ena m. v. , u završnoj rije?i pridružila krivi?nom gonjenju protiv optužene i zadržala pravo da imovinsko pravni zahtjev za naknadu štete ostvari u parni?nom postupku.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
547,"optužena z. v. , u svojoj odbrani datoj tokom postupka, istakla je da priznaje da je ispunila mjenicu, ali ne priznaje da je izvršila krivi?no djelo.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
548,mjenicu je ispunila na osnovu administrativnih zabrana ošte?enih.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
549,"u banci nijesu tražili da se mjenica podpiše i ovjeri, ve? su samo tražili da se ispuni, ?ak nijesu tražili ni potpis na mjenici.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
550,"rekli su joj da ona to u?ini, što je i uradila.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
551,"ošte?ene su ispunile administrativne zabrane i iste ovjerile u ustanovama gdje su zaposlene, odnosno u oš „r.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
552,"m.“, dale su joj kopije svojih li?nih karata, jer je to tražio agroinvest i podatke za mjenicu je prepisala iz kopije li?nih karata.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
553,"podigla je kredit u iznosu od 8.000,00 €, a ošte?ene je nijesu pitale koliki ?e iznos podi?i.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
554,"istakla je da ako je mjenica neispravna, ne zna kako su joj takav dokument prihvatili u banci.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
555,"kredit više ne vra?a, jer nije u mogu?nosti.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
556,"jedno vrijeme su odbijane rate od plate m. v. po 50,00 eura i taj novac, dok je nijesu tužele, nadoknadila je.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
557,"smatra da su ošte?ene znale da treba da se ispuni još i mjenica, jer su i one podizale kredite.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
558,nije im kazala da je ispunila mjenicu i upisala njihove podatke.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
559,u agroinvest banci su tražili da se ispuni mjenica bez obzira koji se iznos novca podizao.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
560,"u završnoj rije?i je istakla da se ne smatra krivom i smatra da je banka kriva, obzirom da je pored toliko službenih lica u banci dokumentacija prihva?ena kao uredna.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
561,"radi pravilnog i zakonitog presu?enja ove krivi?no pravne stvari, sud je na glavnom pretresu, u dokaznom postupku, izveo slede?e dokaze: saslušao ošte?ene m. v. i m. v., pro?itao ugovor o zajmu agroinvest vfi doo b. ld …, od 07.10.2006.godine, izjavu za žiranta na ime m. v. od 27.09.2006. godine, administrativnu zabranu za žiranta na ime m. v. od 27.09.2006 godine, izjavu za žirante na ime m. v. od 27.09.2006 godine, administrativnu zabranu za žiranta na ime m. v. od 26.09.2006 godine, mjenicu br … i izvod iz ke za optuženu.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
562,"nakon sprovedenog dokaznog postupka, cijene?i navode optužbe, odbranu optužene, te izvedene pobrojane dokaze, u smislu ?lana 17 i 360 zkp-a, a dovode?i ih u vezu jedne sa drugim, sud je stao na stanovište, da se u radnjama optužene nijesu stekli elementi krivi?nog djela falsifikovanje isprave iz ?l 412 st. 2 u vezi st. 1 kz-a, te da djelo za koje je optužena, nije krivi?no djelo, pa je oslobodio od optužbe, na osnovu ?l 363 ta? 1 zkp - a. ovo iz razloga što je izvedenim dokazima tokom postupka, nesumljivo utvr?eno da su ošte?ene bile žiranti optužene, da su na to dobrovoljno pristale i potpisale i ovjerile administrativne zabrane i izjave žiranata u školi gdje su zaposlene.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
563,"mjenica, koja je predmet izvršenja krivi?nog djela, nije bila uredno sa?injena u skladu sa odredbama zakona o mjenici, te na osnovu iste, kredit nije mogao ni biti odobren.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
564,okolnost da je banka odobrila kredit je irelevantna za krivicu optužene.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
565,"optužena je negirala da je izvršila krivi?no djelo, što je sud prihvatio, jer je njena odbrana logi?na, obzirom da kao neuko lice, nije ni mogla znati kako se pravilno popunjava mjenica, ko je ovlaš?en da je ispuni i šta se upisuje u mjenicu.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
566,"pri tome, optužena nije potpisala ošte?ene na mjenici, niti mjenica sadrži bilo ?ije potpise, ve? samo upisana imena, sa podacima ošte?enih, koje je optužena prepisala iz kopija li?nih karata ošte?enih, koje su joj one dale.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
567,"ošte?ene su predale optuženoj potpisane i ovjerene administrativne zabrane i izjave žiranata, te su dakle bile saglasne da joj budu žiranti, pa samim tim, optužena je znaju?i to, ispunila mjenicu podacima, ali je nije podpisala tu?im imenima, te kod nje nije postojala svijest i htenje da vrši krivi?no djelo, odnosno u konkretnom slu?aju nedostaje postojanje umišljaja, kao bitnog elementa za izvršenje krivi?nog djela falsifikovanje isprave iz ?l 412 st. 2 u vezi st. 1 kz.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
568,"obzirom da se u radnjama optužene nijesu stekli elementi krivi?nog djela, za koje se tereti, sud je istu oslobodio od optužbe.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
569,"tako je na osnovu ugovora o zajmu agroinvest vfi doo b. ld …, od 07.10.2006. godine, izjava za žirante na ime m. v. i m. v. od 27.09.2006 godine, administrativnih zabrana za žiranta na ime m. v. od 27.09.2006 godine i m. v. od 26.09.2006 godine, utvr?eno je da je z. v., kod agroinvest vfi doo b. dana 07.10.2006. godine realizovala kredit u iznosu od 8.000,00 eura, te da su žiranti po ovom kreditu bili b. d., v. m. i v. m., koje su admimistrativne zabrane i izjave za žirante uredno ovjerile, a prednje dokaze je sud prihvatio i isti su nesporni.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
570,"ošte?ena m. v. , u svojoj izjavi je istakla da je 2006. godine žirirala optuženoj za kredit u iznosu od 3.000,00 eura.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
571,"ispunila je administrativnu zabranu i istu ovjerila u školi u kojoj radi i izjavu za žiranta je tako?e ispunila, a optužena joj nije kazala da joj je potrebna mjenica i da ho?e da podigne kredit u iznosu od 8.000,00 eura.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
572,"poznato joj je da su žiranti po tom kreditu bili ona, njena majka m. i njena sestri?ina d. b.. do 2010. godine je mislila da je kredit vra?en, me?utim, tada joj je stigla administrativna zabrana na zaradu i nakon odlaska u banku saznala je da je kredit podignut na 8.000,00 eura.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
573,pošla je kod optužene i na kraju je došlo do sva?e izme?u njih.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
574,"da je ista podigla kredit od 3.000,00 eura on bi do sada bio vra?en, kao i kredit od 8.000,00 eura da je uredno vra?an.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
575,"tako?e u tom ugovoru o zajmu kako je kasnije saznala stoji da je isti podignut radi kupovine krave i traktora i u situaciji da je ugovor ispoštovan sada bi bilo mogu?e prodati traktor, a ne da ona vra?a kredit.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
576,"nije ni bilo mogu?e da žirira 2006. godine na iznos od 8.000,00 eura, za što je za nju to bio veliki iznos.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
577,"kada joj je došla opomena ukupno su je dužili za iznos od 6.150,00 eura.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
578,"ošte?ena m. v. , u svojoj izjavi je istakla, da je od osnivanja agroinvesta optuženoj, koja joj je jetrva i njenoj porodici, u više navrata žirirala.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
579,"u toku 2006. godine, bila joj je žirant za kredit u iznosu od 3.000,00 eura, obzirom da joj se toga momenta sin nalazio u zatvoru.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
580,"tek 2010. godine je saznala da je optužena podigla kredit u iznosu od 8.000,00 €, jer joj je stigla administrativna zabrana na platu i odbijeno joj je ukupno 9 rata u iznosu od po 100,00 eura, koji novac je odbrovoljno davala agroinvest banci, na na?in što je njen blagajnik u školi to odbijao.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
581,"po izlasku sina optužene iz zatvora, optužena je prestala da pla?a rate kredita, jer su svi u njenoj porodici radno sposobni.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
582,"dodala je da je ona ispunila izjavu za žiranta i administrativnu zabranu, a mjenicu joj optužena nije pokazivala, niti je istu ispunjavala i ovjeravala.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
583,"sud je prihvatio iskaze ošte?enih da su popunile i ovjerile u školi gdje rade administrativne zabrane i izjave za žirante, kao i da nijesu ispunjavale mjenicu, me?utim, na osnovu toga sud nije mogao zaklju?iti da su se u radnjama optužene stekli elementi krivi?nog djela koje joj je stavljeno na teret optužnicom.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
584,"tako je na osnovu mjenice br …, utvr?eno da na prednjoj stani mjenice postoji sa lijeve strane ispisano slovima „priznajem za svoje z. v., br lk.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
585,"…“, a u donjem desnom uglu slovima ispisano „v.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
586,"m., br lk.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
587,"…, mup b.“.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
588,tako?e na pole?ini mjenice upisana su imena pod ta?kom 1.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
589,„v.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
590,"m., brlk….",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
591,"mup-a b.“, pod ta?kom 2.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
592,„v.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
593,"m., brlk…., mup-a berane“ i pod ta?kom 3.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
594,„b.,,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
595,"d., br lk.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
596,"…, mup b.“.",,data\K - PRVOSTEPENI KRIVI?NI PREDMETI\presuda_text_10155.txt
