,sentence,filename
415,utvrđeno je da je izvšni povjerilac v. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
416,dana 06.11.2010. godine podnio predlog za izvršenje predmetne presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
417,te da je sud dana 19.11.2010.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
418,donio rješenje o izvršenje i.br ….,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
419,sud je prihvatio prednje dokaze,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
420,na osnovu kojih je utvrdjeno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
421,da je pravosnažnom i izvršnom presudom utvrdjena obaveza ad b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
422,da isplati oštećenom iznos od 7.837,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
423,kao i troškove postupka u iznosu od 710,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
424,te da je oštećeni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
425,obzirom da navedeno preduzeće nije izmirilo obavezu u ostavljenom roku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
426,pokrenuo postupak sudskog izvršenja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
427,te je donijeto rješenje o izvršenju 19.11.2010. godine.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
428,na osnovu statuta ad „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
429,koji je donijela skupština akcionara ad „b.“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
430,na sjednici održanoj dana 06.05.2003.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
431,utvrđeno je da izvršni direktor nadležan za izvršavanje odluka odbora direktora i izvršava poslove iz nadležnosti radnih odnosa,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
432,kao i druge poslove utvrđene statutom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
433,sud je prihvatio prednji dokaz,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
434,na osnovu kojeg je utvrđeno da je za izvršavanje pravosnažnih sudskih odluka iz radnih odnosa nadležan izvršni direktor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
435,izvedenim dokazima tokom postupka je utvrđeno da je izvršni direktor d. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
436,a ne okrivljeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
437,iako je u mogućnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
438,neće da mu isplati novac,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
439,pokušavao je da naplati,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
440,ali ga je okrivljeni vrijeđao i njega i državne organe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
441,pokušavao je da se naplati i u izvršnom postupku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
442,ali okrivljeni to opstruira na različite načine.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
443,u teškom je materijalnom položaju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
444,struju nije platio dvije godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
445,a postupanjem okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
446,doveden je u težak položaj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
447,nije mu platio doprinos,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
448,pa njegovi drugovi primaju 90,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
449,a on 30,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
450,na pretresu je dodao da je odgovorno lice u ad „b.“ d. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
451,koji je izvršni direktor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
452,a koji mu je rekao da se on ništa ne pita,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
453,te ako mu okrivljeni kaže,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
454,da će on odluku izvršiti.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
455,sud je prihvatio iskaz oštećenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
456,u svemu osim u dijelu da je okrivljeni odgovoran za neizvršenje presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
457,te da mu je izvršni direktor kazao da se ništa ne pita i ako mu okrivljeni kaže,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
458,da će on odluku izvršiti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
459,obzirom da je svjedok d. v. istakao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
460,da je on odgovoran za izvršenje sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
461,"a što je takođe utvrđeno iz statuta ad „b.""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
462,te okolnost da li je okrivljeni izvršnom direktoru kazao da izvrši ili ne izvrši odluku je irelevantna za činjenično utvrđenje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
463,jer predmetno krivično djelo može da izvrši samo odgovorno ili službeno lice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
464,a u konkretnom slučaju nije dokazano da je to okrivljeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
465,na osnovu ovako utvrđenog činjeničnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
466,sud nije mogao izvesti zaključak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
467,da je okrivljeni ž. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
468,izvršio krivično djelo neizvršenje sudske odluke iz čl 395 st. 1 kz-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
469,koje mu je stavljeno na teret optužnim predlogom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
470,na osnovu iskaza svjedoka d. v.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
471,utvrđeno je da je kao izvršni direktor odgovoran je za izvršenje pravosnažnih sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
472,odnosno u obavezi je da odluku lično izvrši,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
473,a to može i bez znanja okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
474,ali je jedini uslov bio da žiro račun bude aktivan.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
475,da bi se pravosnažna sudska odluka izvršila dobrovoljnim putem,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
476,njegova obaveza kao izvršnog direktora je bila da sačini nalog za isplatu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
477,ako ima novca u blagajni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
478,odnosno da sačini nalog za prenos,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
479,ako ima sredstva na žiro računu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
480,u to vrijeme novca u blagajni nije bilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
481,a žiro račun je bio blokiran.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
482,navode ovog svjedoka da je on izvršni direktor,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
483,potvrdio je i oštećeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
484,takođe je na osnovu statuta b. ad b. utvrđeno,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
485,da je izvršni direktor nadležan da izvršava poslove iz nadležnosti radnih odnosa.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
486,činjenica je da je b. ad b. pravosnažnom presudom osnovnog suda u beranama obavezan da oštećenom v. š.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
487,isplati iznos od 7.837,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
488,kao i da mu naknadi troškove spora u iznosu od 710,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
489,00 eura i da je oštećeni podnio predlog za izvršenje na osnovu pravosnažne presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
490,te da je donijeto rješenje o izvršenju i. br … od 19.11.2010. godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
491,a što je utvrđeno na osnovu pravosnažne presude osnovnog suda u beranama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
492,p.br … od 21.07.2010.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
493,predloga za izvršenje od 06.11.2010.godine i spisa predmeta osnovnog suda u beranama i.br … međutim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
494,prednji dokazi nijesu potvrdili tezu optužbe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
495,da je okrivljeni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
496,kao odgovorno lice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
497,odbio da izvrši pravosnažnu i izvršnu sudsku odluku.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
498,krivično djelo neizvršenje sudske odluke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
499,sastoji se u odbijanju da se izvrši pravosnažna i izvršna sudska odluka.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
500,odbijanje je izričito stavljanje do znanja da se sudska odluka neće izvršiti.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
501,bitno je da službeno ili odgovorno lice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
502,koje je nadležno za izvršenje odluke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
503,nedvosmisleno stavi do znanja da to neće da uradi.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
504,na osnovu izvedenih dokaza na glavnom pretresu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
505,sud nije mogao izvesti takav zaključak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
506,jer je svjedok d. v. istakao da je njegova nadležnost izvršenje sudskih odluka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
507,a što je i oštećeni potvrdio.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
508,nije dokazano da je nadležnost okrivljenog da izvršava sudske odluke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
509,a takođe ni da je isti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
510,bilo kojom radnjom odbio da odluku izvrši.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
511,kako izvedenim dokazima nije dokazano da je okrivljeni ž. b. izvršio predmetno krivično djelo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
512,sud ga je,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
513,na osnovu čl 363 tač 3 zkp-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
514,oslobodio od optužbe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10153.txt
