,sentence,label,filename
1647,"a., u selu d., iz kuće t. m. oduzeo pištolj, a ne zna ko je to uradio, kao i da nije dana 09.01.2011 g. obio pomoćno objekat, drvenu sušnicu t. r. u selu d., ni šta je iz sušnice odneseno, te da nije takodje tačno ni to da je 21.12.2010 godine, ispred crkve u selu d., iz nezaključanog p.m.v.marke mercedes, oduzeo mobilni navigacioni sistem, a ne zna ko je to uradio.dodao je, da se poznaje i druži sa t. a., b. a., b. s., kao i sa bratom dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1648,"g., a svi žive u naselju d. i poznaju se i druže.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1649,"izjašnjavajući se o navodima iz optužnice odt-a u beranama, okrivljeni dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1650,"g., je tokom postupka u svoju odbranu naveo sledeće: da nije tačno da je u toku januara 2011 godine, u selu p. obio kuću oštećenog š. o., a da je tačno da je jedan lovački nož kupio kod b. s., na aerodromskoj pisti za iznos od 10.00 eura, te da je taj nož od strane inspektora policije b., pronadjen kod njega lično, kada su ga priveli, kao i da živi u selu d. i poznaje se sa t. a., b. a. i b. s., ali se sa njima ne druži.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1651,u završnoj riječi okrivljeni dj.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1652,"i. i g., u potpunosti su prihvatili završnu riječ svog branioca, adv.a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1653,"a. koji je u završnoj riječi izjavio: da je očekivao da će zastupnik optužbe da da ocjenu dokaza kako mu to nalaže procesni zakon, ali to nije učinjeno, te umjesto da tužilac dokazuje krivicu njegovih branjenika, optuženi su se našli u situaciji da dokazuju svoju nevinost, te da nije sporno da su oštećenima obijeni objekti i oduzete stvari a u tom pravcu idu činjenice koje su utvrdjene na osnovu pisanih dokaza, ali da je sporno, da li je obijanje vršio dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1654,"i. po prethodnom dogovoru sa t. a., kako je to opisano pod tač1,2,i 3, pod tačkom 4 oni dvojica zajedno sa b. a., da bi oduzeli stvari, u namjeri da bez pravnog osnova za sebe pribave imovinsku korist.izjavio je, da na osnovu ocjene izvedenih dokaza na glavnom pretresu ne postoji ni indicija a ni osnov a kamoli osnovana sumnja da je u obijanju učestvovao dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1655,"i., koji je identično iznio svoju odbranu kako u pretkrivičnom, tako i u prethodnom postupku i na glavnom pretresu i nije priznao izvršenje krivičnog djela u produženom trajanju, jer ga zaista nije izvršio, jer ni jedna od oduzetih stvari nije pronadjena kod njega, niti se može dovesti u vezu da je on neku od oduzetih predmeta iz kuća, prodao nekom od fizičkih lica, ili da su ta lica kazala da im je te stvari, izuzev š. a., za sat, prodao u razmjeni za mobilni telefon dao i., a koje su oduzete od tih fizičkih lica i pronadjene.naveo je, da je tačno, da su maloljetni t. a. i b. a. davali svoje iskaze u predmetu kim.11/11 pa kada se pažljivom analizom uporede njihovi iskazi, oni su medjusobno protivurječni i nepotpuni, te t. a. kaže kako je došao do stvari iz kuće d. v. i ko je sa njime bio u društvu, ali se nije izjašnjavao šta je bilo sa oduzetim stvarima.to se isto odnosi i na pištolj t. m., gdje on u svojoj odbrani predočava da samo pretpostavlja da je oduzet iz kuće njegovog oca.t.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1656,"a. u tom predmetu je objasnio zbog čega je morao da iznese svoju odbranu kod sudije za maloletnike, na način kako je to učinio pod tač4 i 5 a u odnosu na ostale tačke iz optužnice nije priznao da je bio u društvu sa dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1657,"i., a nasuprot odbrani t. a., b. a. drugačije kaže, čak pominje i drugu marku televizora koji je oduzet iz kuće d. v., ali se on ni tada nije izjasnio šta je bilo sa televizorom.izjavio je, da posebno potencira da se ni u kojem slučaju presuda ne može zasnovati na odbranama okrivljenih t. i b. koje su dali kod sudije za maloljetnike, pa se postavlja loguično pitanje, šta bi bilo da su okrivljeni odlučili kod sudije za maloljetnike da ne iznose svoju odbranu, da se brane ćutanjem, te da su ova lica na glavnom pretresu saslušana u svojstvu svjedoka i oni su kao svjedoci dužni da govore istinu a t. i b. bili su decidni da sa njima u obijanju objekata nije uopšte učestvovao dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1658,"i., kao i da je posebno karakterističan iskaz svjedoka t. a. u vezi obijanja kuće v. ž., te t. ž. kaže da je kupio sat od t. a., ali se t. a. nije izjašnjavao u svom iskazu kako je došao do sata koji je prodao t. ž., te da mu kao braniocu nije jasno, kako to kaže svjedok š. a., da mu je u pola bijela dana dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1659,"i. dao sat u zamjenu za mobilni telefon a posebno kada se ima u vidu vrijednost satova po vještaku ekonomske struke, jer ako bi neko lice oduzelo stvari iz krivičnog djela, pa logično je da te stvari ne bi prodavalo ili davalo u zamjenu poznatom licu, jer bi na taj način bio otkriven, već licu koje ne poznaje i u drugom mjestu, te da se postavlja logično pitanje, da li je v. ž. zaista bio u posjedu 5 ručnih časovnika, jer on nije bio dostupan sudu da bi se u vezi tih navoda izjasnio, dok u odnosu na okrivljenog g. ne bi imao skoro ništa da kaže, jer oštećeni o. nije mogao da dokaže kako je došao u posjed vojničkog noža čija je protivrijednost 5 eura a vrlo je karakteristično da vojnički nož čije je protiv vrijednost 5 eura, da se g. nalazi u pritvoru toliko vremena koliko se nalazio, te da mu je to nejasno.izjavio je, da bi postojalo krivično djelo u pitanju prema načinu, nije dovoljno da je ono izvršeno obijanjem ili na drugi način, već se mora uzeti u obzir i vrijednost oduzetih stvari a to da li je učinilac išao sa namjerom da oduzme sve vrijedne stvari obijanjem zatvorenog prostora, ili je išao za time da pribavi malu imovinsku korist za sebe, a ovo predstavlja objektivni elemenat razgraničenja djela teška kradja i krivičnog djela sitna kradja, uslovno rečeno, jer se to ne odnosi na njegove branjenike, te ako lice udje u zatvorenu prostoriju pa naidje na vrijedne stvari a oduzme samo stvar koja ima malu vrijednost ispod 150 eura, ne čini krivično djelo teška kradja, kao i da ima provjerena saznanja da dok su njegovi branjenici bili u zatvoru u b.p., da su ovlašćena lica pj dolazila kod njihovih kuća da provjeravaju, da su oni izvršili krivična djela dok su se nalazili u zatvoru, a š. a. nije saslušan ni od strane policije a ni u prethodnom postupku, ni kod sudije za maloljetnike, pa kada bi se prihvatio njegov iskaz, onda se postavlja logično pitanje, zbog čega on nije procesuiran da odgovara za krivično djelo prikrivanja, kao što odgovara b. s..predložio je da sud optužene oslobodi od optužbe usled nedostatka dokaza i zatražio troškove postupka za održane i neodržane glavne pretrese po at tarifi.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1660,"izjašnjavajući se o navodima iz optužbe odt-a u beranama, okrivljeni b. s. je tokom postupka u svoju odbranu naveo sledeće : da živi u naselju d. i poznaje se sa dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1661,"i. i g., t. a. i b. a., ali se sa njima ne druži, te da je u januaru mjesecu 2011 godine, iz hangara koji se nalazi na aerodromskoj pisti u b., vidio dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1662,"i. i t. a. kako nose jedan televizor i isti unose u hangar, te kada su oni otišli ušao je u hangar i tamo vidio televizor samsung, koji je uzeo i ponio kod svoje kuće u selu d., gdje ga je sakrio iza jednog pomoćnog objekta- štale.dalje je naveo, da je jedne prilike bio kod manastira djurdjevi stupovi kada su se nalazili dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1663,i. i t. a. i b. a. tj.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1664,"i. i a. su bili zajedno i kada su se susreli, dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1665,"i. je govorio da je zajedno sa t. a. obio kuće u naselju p. i da je uzeo oružje, dok je t. a. na pitanje b. n., čime se bavi, kazao da krade i prodaje satove.istakao je, da nije obio kuću d. v. u selu d., već vidio i. i a. da unose televizor u napušteni hangar i kad su otišli, ušao je i ponio ga kod svoje kuće tj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1666,"štale.u završnoj riječi izjavio je da se ne osjeća krivim za djelo prikrivanje, jer niti je učestvovao u prikrivanju, niti bilo kakvim radnjama koje bi imale objeležje krivičnog djela, te predložio sudu da ga oslobodi od optužbe i napomenuo da nije imao namjeru da televizor prisvoji za sebe, već da ga par dana sakrije i da im ga vrati a a. kada je priveden u policiju, rekao je, da ga je on ukrao.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1667,"radi pravilnog i zakonitog presudjenja ove krivično pravne stvari, sud je na glavnom pretresu u dokaznom postupku izveo sledeće dokaze : u svojstvu svjedoka saslušao oštećene t. r., t. r., t. n., k. o., d. v., š. o., te svjedoke r. v.,t.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1668,"ž., b. m., t. m., š. a., mal.t.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1669,"a., b. a., pročitao zapisnike o uvidjaju uprave policije pj b. od 01.01.2011g, od 05.01.2011g, od 10.01.2011g, pročitao potvrde o privremeno oduzetim predmetima uprave policije pj b. od 13.01.2011g.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1670,"na ime t. ž., od 13.01.2011g na ime b. s., od 12.01.2011 godine, od 14.01.2011g, pročitao potvrde o vraćenim predmetima pj b. na ime š. o., pročitao zapisnik o pretresanju stana i drugih prostorija pj b. od 12.01.2011g, izvršio uvid u fotoelaborate uprave policije br…., br…., br….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1671,"od 12.12.2010 g,fotoelaborate uprave policije od 13.01.2011 i 10.01.2011g, pročitao nalaz i mišljenje vještaka finansijske struke o. s. dat u predmetu ki.br3/11 od 20.01.2011g, izvršio uvid u spise predmeta km.br1/11 i to u zahtjev za pokretanje pripremnog postupka ktm.1/11 od 14.01.2011 g, predlog za primjenu vaspitne mjere ktm.br1/11 od 22.01.2011g i rešenje km.br1/11 od 24.02.2011g, saslušao svjedoke f. v. i š. v. i izvršio uvid u izvode iz ke za okrivljene.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1672,"nakon sprovedenog dokaznog postupka, cijeneći navode optužbe, odbranu okrivljenih, te izvedene pobrojane dokaze, ciijeneći ih u smislu čl17.i 360 zkp-a, a dovodeći ih u vezu jedne sa drugim, sud je stao na stanovištu da su činjenice iz činjeničnog opisa izreke presude u svemu dokazane i da su okrivljeni izvršili krivična djela za koja su optuženi, pa ih je oglasio krivim i krivično pravno odgovornim, jer nije bilo osnova koji bi isključivali postojanje krivičnog djela i krivično pravne odgovornosti.pri tome, sud nije prihvatio odbranu okrivljenih koji negiraju izvršenje krivičnih djela, jer su njihove odbrane negirane izvedenim dokazima i po mišljenju suda sračunate na izbjegavanje krivično pravne odgovornsti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1673,tako je iz iskaza svjedoka š. a. utvrdjeno: da se sa dj.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1674,"i. koga zna iz vidjenja, trampio, pa mu je dao svoj mobilni telefon nokia 3 a on njemu 2 ručna sata, ne zna koje marke i ti satovi su bili kod njega oko mjesec dana.naveo je, da mu je i. rekao da su satovi njegovi a nakon mjesec dana, obzirom da mu otac radi u policiji, isti mu je rekao da su satovi ukradeni i da ih mora vratiti, zbog čega je bio u policiji i dao izjavu a sjeća se da je 1 od satova bio sa kaišom crveno plave kože a drugi kafene.dodao je, da je bio dan, kada je i. izvadio satove iz džepa a vrijednost mobilnog telefona koji je trampio sa i. za satove je bila 180 eura, kada ga je kupio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1675,"iz iskaza svjedoka b. m., utvrdjeno je: da je prvi komšija v. ž. a njegova žena ima ključ od v. kuće, obzirom da živi u inostranstvu-njemačkoj, ali ne zna u kom gradu i njegova žena povremeno provjetrava kuću a toga jutra kada je pošla u kuću v., prije nego što je ušla, vidjela je da je oštećen prozor tj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1676,"da je isti izbijen iz kase, pored toga bio je polomljen i mali prozor na špajzu i bačen sa gornje strane kuće, pa je on pozvao policiju a žena nije htjela da otključava dok oni nisu stigli a kada je u njihovom prisustvu otvorena kuća, unutra se vidjelo da je izvršena premetačina, te je o tome obavijestio v. ž. koji uprkos tome nije došao, jer ne može zbog posla i tek će u ljetnjem periodu biti u mogućnosti da dodje u crnu goru .naveo je, da je njegova žena pronašla prazne kutije od satova i to tri a nakon razgovora sa v., tačnije sa njegovom ženom, došlo se do saznanja da su oduzeti 5 časovnika ručnih i 1 ženska kožna jakna, a to mu je rekla supruga jer je ona bila u komunikaciji sa porodicom v., te da li je još nešto oduzeto ne zna, na kauču su bile prosute dvije kutije sa alatom, garderoba, bilo je prevrtano kupatilo a telefoni fiksni i bežični nijesu dirani, kao ni televizor.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1677,"iskaze svjedoka b. m. i š. a. sud je prihvatio kao objektivne, jasne i uvjerljive .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1678,kod nesporne činjenice da je okrivljeni dj.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1679,"i., trampio 2 ručna sata koja potiču iz kuće oštećenog v. ž., za mobilni telefon sa š. a. i činjenice da je počinilac ušao kroz prozor koji je razbijen, za sud nema dileme da je okrivljeni dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1680,"i. obio kuću ovog oštećenog.pri tome š. je znao da se radi o markiranim satovima, čim je za njih dao telefon koji je kupljen za 180 eura a pošto je t. ž. kupio rolexs za svega 20 eura, od t. a., š. se trampio za časovnike konstantin vesiz i cronotech.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1681,"iz iskaza svjedoka t. m. , utvrdjeno je: da se sjeća da je 05.01.2011 godine, otišao sa suprugom da sjedi kod pokojnog brata a kući je ostao njegov maloljetni sin t. a. sa sestrom, te kada su se posle nekog vremena vratili kući, žena je ušla u spavaću sobu i prva primijetila da nedostaje pištolj koji je on čuvao u jednom kašetu ispod francuskog ležaja.naveo je, da pištolj nije tragao godinu ili dvije prije toga, ali je siguran da je bio u tom kašetu ispod francuskog ležaja i kada je žena primijetila da nema pištolja, zvao je policiju a službenici su slikali i uzeli otiske, kao i da zna da je prozor od spavaće sobe bio otvoren, jer se preko njega nalazila mreža koja je bila skinuta a djeca nisu čula ništa a pištolj mu do dana današnjeg nije vraćen.dodao je, da dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1682,i. nikada nije dolazio u njegovu kuću iako žive u istom selu.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1683,"iz iskaza oštećenog t. r., utvrdjeno je: da živi u b., a u selu s., posjeduje kuću i imanje, te obzirom da živi u b. i u s. odlazi s vremena na vrijeme, u decembru mjesecu 2010 godine, obišao je kuću, te kada je prišao do ulaznih vrata vidio je da su ista razbijena tj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1684,"neko ih je odvalio i ušao u unutrašnjost i kada je ušao u kuću, vidio je da mu je nestala puška koju je njegov pokojni otac imao a koja je bila neupotrebljiva iz razloga jer iz iste nikad nije pucao.naveo je, da su bile ispreturane stvari a kada je prijavio, policija je došla i izvršila uvidjaj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1685,"iz iskaza svjedoka t. n., utvrdjeno je: da živi u b. i ima kuću u selu s., opština b. a u toj kući ne živi niko, te povremeno odlazi u selo s. i obilazi kuću i imanje, pa je u decembru mjesecu, misli 15-og decembra 2010 g obijena mu kuća tj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1686,"neko je razvalio ulazna vrata, tako što je obio jedan dio ulaznih vrata- tablu, kroz taj otvor je ušao unutra i iz iste kuće mu je nestalo: 1 bušilica plave boje ruske proizvodnje, 1 brusilica crveno crne boje koju je kupio u o. i to bušilicu ruske proizvodnje za iznos od preko 350 dm a istu je kupio prije 20 godina a brusilicu crveno crne boje za iznos od 15 eura, te da nije znao ko mu je kuću provalio a u policiji su mu kazali da su to uradili dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1687,"i. i t. a.. iz iskaza oštećenog š. o. utvrdjeno je : da u selu p. ima porodičnu kuću, kao i porodično imanje a živi u b. i ljeti se nalazi u toj kući u selu p. a zimi živi u gradu u b., a odlazi na selo da obilazi kuću, pa je u januaru tj.10 januara 2011 godine su ga obavijestili da mu je kuća u selu p.- b., obijena, te je pošao i vidio da je neko obio ulazna vrata od kuće, kao i podrumska vrata koja je prethodno bio zaključao 06.01.2011 godine.naveo je, da je ušao u unutrašnjost kuće i vidio da je sve ispreturano, pozvao policiju koja je izvršila uvidjaj i tada vidio da mu je nestao jedan vojnički nož sa futrolom, dužine oko 40 cm a drugo mu ništa nije nestalo, te da mu je vojnički nož vraćen od strane pj berane.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1688,"ove iskaze sud je takodje prihvatio, jer su svjedoci uvjerljivo opisali način obijanja njihovih kuća.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1689,"zapaža se da su u s. obijene dvije kuće t. a u selu p. kuća š. o..poznato je, da t. potiču iz s., a dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1690,"sa p., te se zaključuje da je okrivljeni dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1691,i. bio dobro obaviješten i to od mal.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1692,"t. a. da u kućama t. nema nikoga, te su upravo zbog toga i obijene.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1693,"iz spisa predmeta km.br1/11 tj zahtjeva za pokretanje pripremnog postupka ktm.br1/11 od 14.01.2011 godine, proizilazi da je osnovno državno tužilaštvo u beranama, dana 14.01.2011 godine, podnijelo zahtjev za pokretanje pripremnog postupka prema maloljetnima t. a. i b. a., zbog osnovane sumnje da su kao saizvršioci izvršili krivično djelo teška kradja iz čl240.st.1.t.1.kzcg, dok iz predloga za primjenu vaspitne mjere ktm.br1/11 od 22.01.2011 g, proizilazi da je odt u beranama, stavilo predlog za primjenu vaspitne mjere protiv ovih lica, zbog krivičnog djela teška kradja iz navedenog člana i stava, u sazvršilaštvu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1694,"iz rešenja osnovnog suda u beranama, km.br1/11 od 24.02.2011 godine, proizilazi da je maloljetnom t. a. i b. a. izrečena vaspitna mjera pojačanog nadzora centra za socijalni rad opštine b. i a., koja će trajati najmanje 6 mjeseci a najviše dvije godine, dok se iz obrazloženja zaključuje da je maloljetni t. a. izvršio krivično djelo teška kradja iz čl240.st.1.t.1.kzcg u saizvršilaštvu sa punoljetnim dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1695,"i., te.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1696,"da su zajedno obili kuće oštećenih t. r., t. n., v. ž., da su iz kuće t. m. oduzeli pištolj cz m70, kao i da su mal.t.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1697,a. i b. a. zajedno sa punoljetnim dj.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1698,"i., obili kuću d. v.. rešenje osnovnog suda u beranama je pravosnažno.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1699,"predmetne akte, u prvom redu rešenje kojim je izrečena vaspitna mjera sud je prihvatio jer se radi o pravosnažnoj sudskoj odluci .kada se isto dovede u vezu sa ostalim izvedenim dokazima, zaključuje se sa sigurnošću da je okrivljeni dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1700,i. izvršio produženo krivično djelo teška kradja i da je po dogovoru sa mal.t.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1701,"a. obio kuće oštećenih t. r., t. n., v. ž., te da je iz kuće oštećenog t. m., po dogovoru sa m. sinom t. a., oduzeo i pištolj cz kal.7.62mm, a kuću d. v. i sa b. a.. za sud je irelevantno to što ništa od ukradenih stvari nije pronadjeno kod okrivljenog dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1702,"i., jer se istih brzo otarasio, zbog čega je 2 ručna sata trampio sa š. a. za mobilni telefon a 1 je mal.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1703,"t. a., prodao t. ž. po znatno nižoj cijeni od stvarne, kako se i prodaje ukradena roba, što ukazuje da su on i dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1704,i. ukradenu robu podijelili.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1705,"iz iskaza oštećenog d. v. , utvrdjeno je: da živi i radi u š. skoro 21 godinu a inače u b., u naselju l. posjeduje porodičnu kuću, pa je obaviješten da mu je kuća obijena, te je odmah došao i stigao u b.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1706,"27/28.12.2010 g i kada je došao kod kuće vidio je da je neko razvalio ulazna drvena vrata a koja se nalaze na jednoj terasi, koja je prethodno bio zaključao.naveo je, da je ušao u unutrašnjost i zatekao ispreturane stvari po podu i vidio da mu je nestao jedan televizor lcd marke samsung, model le 2a3301 a koji je kupio u b.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1707,"2008 godine, te da li mu je još nešto nestalo, vjerovatno jeste, ali ne zna, jer kada dolazi iz inostranstva donese neke stvari- sitnice a povodom tog slučaja bio je u policiji i kada je dao izjavu, vraćen mu je televizor, ispravan, ali mu u policiji nijesu kazali ko mu je obio kuću.dodao je, da se ne pridružuje krivičnom gonjenju i ne postavlja imovinsko pravni zahtjev za naknadu štete jer mu je televizor vraćen, ali da mu je nestao album papirnih novčanica i želi da mu se vrati i time bi stvar bila okončana, kao i da su drvena vrata koja su bila polomljena na terasi, popravljena.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1708,"iskazu ovog svjedoka sud je povjerovao, jer je potvrdjen dokazima izvedenim na glavnom pretresu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1709,"okrivljeni b. s., dao je detaljan opis , kako je i kada vidio okrivljenog dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1710,i. i mal.t.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1711,"a. da su u hangar sakrili televizor, pa je uz svestranu ocjenu odbrane okrivljenog b. i posebnu obazrivost, terećenje okrivljenog dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1712,"i. od strane okrivljenog b. sud prihvatio kao valjani dokaz, jer se jedino tako može objasniti kako je ukradeni televizor, oštećenog d. v., završio kod okrivljenog b.. iz iskaza svjedoka t. ž., utvrdjeno je: da je u januaru 2011 godine, od maloljetnog t. a. kupio sat,,roleks“ za 20.00 eura i da ga tom prilikom nije pitao odakle mu sat, niti mu je a. bilo šta o tome rekao, te da je sat kod njega bio oko 15 dana, sve dok mu ga policija nije oduzela a zbog toga je davao izjavu u policiji.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1713,"dovodeći u vezu iskaz ovog svjedoka, sa iskazom š. a. i činjenicom da je š. a. sa okrivljenim dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1714,"g. trampio prilično skup mobilni telefon za 2 ručna sata, koja su ukradena iz kuće oštećenog d. v., za sud nema nikakve dileme, da je okrivljeni dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1715,"i. zajedno sa maloljetnim t. a. obijao kuće oštećenih i da su ukradene stvari podijelili, te je neke od njih prodao i trampio okrivljeni i., a neke mal.t.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1716,"a., jer su se morali brzo otarasiti ukradenih stvari i zato neke od njih nijesu uopšte pronadjene, kao ni pištolj iz kuće oca mal.t.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1717,"a., t. m., niti puška oštećenog t. r., te bušilice t. n., mobilni navigacioni sistem iz vozila č. r., niti 2 časovnika v. ž.. iz iskaza oštećenog t. r. utvrdjeno je: da mu je dana 09.01.2011 godine, oko 20 časova, u selu d., opština b., neko obio pomoćni objekat- drvenu sušnicu, na način što je razvalio ulazna vrata od sušnice tj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1718,"katanac sa kojim su vrata bila zaključana i iz iste je odnešeno oko 100 kg suvog svinjskog mesa, pa je to prijavio policiji, te su ga nakon toga službenici policije obavijestili da je to uradio dj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1719,"i., ali on ga nije vidio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
1720,"iz iskaza svjedoka k. o. , utvrdjeno je: da se ne sjeća datuma zbog proteka vremena, samo zna da je to bilo decembra mjeseca 2010 godine, kada je preseljavao iz manastira djurdjevi stupovi u n. i iz tog razloga u naselju b., gdje je imao stan a koji nije daleko od manastira, parkirao vozilo marke ,,mercedes“ vlasništvo njegovog šuraka č. r., koje je pozajmio za taj dan, te pošto je u vozilo ubacivao stvari i ponovo se vraćao u stan, vozilo je bilo otključano, pa je komšinica s. s. vidjela u blizini vozila dva lica a zatim je njen muž vidio kada su otvorili vrata od vozila, jedan sjedne a drugi sa druge strane i da su nešto uzeli, zbog čega je slučaj prijavio policiji.naveo je, da je pravi vlasnik vozila njegov šurak č. r. i nalazi se u č., tako da on lično nije oštećen i zbog toga se ne izjašnjava u pogledu pridruživanja gonjenju i imovinsko pravnom zahtjevu a kasnije je ustanovio da je oduzet samo mobilni navigacioni sistem marke ,,tom-tom“a kradja se dogodila izmedju 10 i 12 noću.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10232.txt
