,sentence,label,filename
512,"izjašnjavajući se o navodima iz optužnice odt-a u beranama, okrivljeni t. m. je tokom postupka u svoju odbranu naveo sledeće: da je tačno da je počinio krivično djelo pronevjere i to na način i u vrijednosti kako je to navedeno optužbom, te da je kao poštar pošte crne gore pribavio sebi protivpravnu korist od novca koji mu je povjeren na radu i prisvojio iznos od 3.187.91 eura a to je učinio iz razloga jer je morao da vrati neki dug licu od koga je pozajmio novac.dalje je naveo, da je mislio da će brzo moći da vrati taj prisvojeni novac jer je pokušao da proda kuću i jedan komšija mu je obećao da će mu isplatiti novac za kuću, ali mu do sada nije isplatio taj novac, tako da nije u mogućnosti da vrati pošti, te da je inače od strane pošte taj dug obeštećen korisnicima koji su se odnosili uglavnom na putne troškove i druga novčana primanja.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
513,"istakao je, da je raskinuo radni odnos sa poštom nakon tog dogadjaja i to na njegov zahtjev, te da mu je žao zbog učinjenog krivičnog djela i da ubuduće neće činiti takva niti slična krivična djela.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
514,"u završnoj riječi je ponovio žaljenje zbog počinjenog djela i naveo da je to prvi put da u svom poslu napravi grešku a to je učinio nemajući drugi izlaz, opterećen brojnim kreditima, misleći da će novac koji mu je povjeren kao poštaru a koji je trebao isplatiti odredjenim licima, moći da vrati, ali nije uspio da riješi taj problem i zbog toga zatražio raskid radnog odnosa kod pošte koja je tim licima nadoknadila novac koji je on prisvoji.predložio je sudu da uzme u obzir da živi u petočlanoj porodivci, gdje samo kćerka radi, da je ostao bez posla, ali da će nastojati da izmiri obavezu prema pošti i posebno, koliko ga je to teško pogodilo, kao i njegovu porodicu .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
515,"radi pravilnog i zakonitog presudjenja ove krivično pravne stvari, sud je na glavnom pretresu u dokaznom postupku izveo sledeće dokaze: u svojstvu svjedoka saslušao predstavnika oštećene j. m., izvršio uvid u izvod br….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
516,za promet i stanje računa br….,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
517,"na dan 30.01.2011 godine na ime pošta cg- poštanski centar b., izvršio uvid u spisak korisnika poštanskih usluga koji su obeštećeni od strane pošte b. zbog neisplaćenih novčanih primanja i uvid u izvod iz ke za okrivljenog .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
518,"nakon sprovedenog dokaznog postupka, cijeneći navode optužbe, odbranu okrivljenog, te izvedene pobrojane dokaze, cijeneći ih u smislu čl17.i 360.zkp-a, a dovodeći ih u vezu jedne sa drugim, sud je stao na stanovištu da su činjenice iz činjeničnog opisa izreke presude u svemu dokazane i da je okrivljeni t. m. izvršio krivično djelo za koje je optužen, pa ga je oglasio krivim i krivično pravno odgovrnim, jer nije bilo osnova koji bi isključivali postojanje krivičnog djela i krivično pravne odgovornosti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
519,"pri tome, sud je prihvatio odbranu okrivljenog koji priznaje izvršenje krivičnog djela, jer je njegovo priznanje jasno, logično , te potpuno u skladu sa dokazima izvedenim na glavnom pretresu iz kojih je na nesumnjiv način utvrdjeno da je počinio krivično djelo pronevjera za koje je optužen.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
520,"tako je iz iskaza svjedoka m. j. utvrdjeno da radi kao direktor centra pošta i da mu je poznato da je t. m. prisvojio iznos od 3.187.91 eura, koji mu je kao poštaru povjeren radi podjele korisnicima raznih prinadležnosti a navedeni iznos je izveden iz spiska koji je sačinio okrivljeni a nakon toga su oni vršili analizu i utvrdili da je navedeni iznos tačan i da je isti okrivljeni prisvojio tj.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
521,"da nije vršio isplate licima kojima je bio obavezan, već da je novac prisvojio za sebe.dalje je naveo, da posjeduje tačan iznos novca i imena lica kojima nije izvršena isplata a sva ta lica su kasnije od strane pošte obeštećena i izvršena im je isplata tako da oni nijesu u suštini oštećeni a okrivljeni do današnjeg dana nije obeštetio poštu za navedeni novčani iznos, tako da je pošta sada oštećena .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
522,"iskaz ovog svjedoka sud je prihvatio kao objektivan, jasan i uvjerljiv iz razloga usaglašenosti sa ostalim izvedenim dokazima, te odbranom okrivljenog koji u potpunosti priznaje da je radeći kao poštar kod pošte u b. prisvojio novac koji mu je bio povjeren u radu a koji je korisnicima kasnije isplatila pošta svojim novcem, zbog čega je za navedeni iznos oštećena.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
523,iz izvoda br….,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
524,"za promet i stanje računa … na dan 31.01.2011 godine, vidi se da je na računu pošte cg –poštanskog centra u b. priliv novca 3.187.91 eura, dok se iz spiska korisnika poštanskih usluga vidi da je ukupno 40 lica koja su oštećena kao korisnici poštanskih usluga, pri čemu ispod tabelarnog spiska stoji potpis t. m. i izjava da je samoinicijativno sačinio spisak oštećenih korisnika poštanskih usluga , njegovom krivicom i tvrdnja da ujedno nema više oštećenih korisnika.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
525,"pored toga, na drugom spisku su takodje imena 40 lica, istih kao na prethodnom spisku, stim što drugi spisak sadrži i potpise tih 40 lica, što ukazuje da su isti od pošte obeštećeni za iznose novca koji je okrivljeni prisvojio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
526,prednje dokaze sud je takodje prihvatio a ni sam okrivljeni nije osporio tačnost i sadržinu istih.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
527,"kada se isti dovedu u vezu sa iskazom svjedoka m. j. koji je decidno naveo da je nakon priznanja okrivljenog t., da je prisvojio novac, u kom iznosu i od kojih lica, pošta izvršila provjeru i utvrdjeno da su ti podaci tačni, te činjenica da je pošta obeštetila korisnike, zaključuje se kao nesporno da je okrivljeni počinio krivično djelo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
528,"pravnom analizom naprijed utvrdjenog činjeničnog stanja, sud je našao da su u radnjama okrivljenog t. m. sadržana sva bitna obilježja bića krivičnog djela pronevjera iz čl420.st.2.u vezi st.1.kzcg.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
529,"u toku krivičnog postupka, izvedenim dokazima utvrdjeno je kao nesporno da je okrivljeni t. m., novembra mjeseca 2010 godine, u b., kao službeno lice - poštar kod pošte crne gore- pošte u b., od novca koji mu je bio povjeren u radu i sa kojim je bio zadužen prisvojio iznos od 3.187.91 eura.okrivljeni je umjesto licima kojima je novac bio namijenjen i kojima je trebalo izvršiti isplatu kao korisnicima usluga pošte crne gore, novac zadržavao za sebe, što potvrdjuje kako njegovo priznanje, tako i spisak lica koje je pošta u b., obeštetila za iznos novca koji je okrivljeni prisvojio, što ukupno iznosi 3.187,91 eura.nesporno je takodje i da je okrivljeni sam napravio spisak lica koja su bila oštećena time što je prisvojio njihov novac, te da je ubrzo uslijedio i raskid radnog odnosa i okrivljeni ostao bez posla kod pošte u b., koja je obeštetila sva lica , njih ukupno 40 čiji novac je prisvojen i to u ukupnom iznosu od 3.187,91 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
530,"stoga je za pomenuti iznos oštećena pošta u b.. djelujući na opisani način okrivljeni je postupao sa umišljajem, svjestan da je prisvojio novac koji mu je povjeren u radu, radi pribavljanja protivpravne imovinske koristi, pa je htio postizanje zabranjene posledice .",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
531,"prilikom odlučivanja o izboru vrste i visine krivične sankcije koju u konkretnom slučaju treba primijeniti prema okrivljenom za naprijed navedeno krivično djelo, sud je imao u vidu sve okonosti u smislu čl42.kzcg.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
532,"tako je od olakšavajućih okolnosti sud cijenio i uzeo u obzir da je okrivljeni porodičan čovjek, otac troje djece, siromašnog imovnog stanja koji je u medjuvremenu ostao bez posla, da se predstavnik oštećenog nije pridružio krivičnom gonjenju, te da do sada nije osudjivan kao počinilac krivičnih djela.otežavajućih okolnosti na strani okrivljenog nije bilo, pa mu je sud na osnoviu čl53.i 54.kzcg utvrdio kaznu zatvora u trajanju od 1 godine i istovremeno odredio da se ista neće izvršiti ako okrivljeni za vrijeme od dvije godine, od dana pravosnažnosti presude ne učini novo krivično djelo.imajući posebno u vidu činjenicu da je okrivljeni otac troje djece, te da je ostao bez posla i da bi izricanje efektivne zatvorske kazne negativno uticalo ne samo na njegov život već i život njegove porodice,jer jedino radom može zaraditi za izdržavanje iste i nadoknaditi štetu oštećenom, sud je uvjerenja da će se i uslovnom osudom kao mjerom upozorenja, uz prijetnju kaznom, u okviru opšte svrhe izricanja krivičnih sankcija predvidjenih čl4.st.2.kzcg postići svrha uslovne osude iz čl52.istog zakona i da će ovako odmjerena uslovna osuda predstavljati dovoljnu opomenu za okrivljenog i na njega uticati da ubuduće ne vrši krivična djela.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
533,"visina paušalnog iznosa odmjerena je s obzirom na složenost i trajanje krivičnog postupka, te imovno stanje okrivljenog, shodno čl199.st.3.zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
534,"okrivljeni se obavezuje da na ime pričinjene štete plati oštećenoj pošti crne gore- pošti u b. iznos od 3.187.91 eura, u roku od 15 dana od dana pravosnažnosti presude , shodno čl212.st.2.zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
535,sa iznijetih razloga odlučeno je kao u izreci presude.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
536,"osnovni sud u beranama dana 20.04.2011 godine zapisničar predsjednik vijeća- sudija slavica janković dubravka popović pravna pouka protiv ove presude nezadovoljna stranka ima pravo žalbe u roku od 15 dana, od dana prijema iste višem sudu u b.polju a preko ovog suda.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10154.txt
537,"osnovni sud u beranama k.br 98/11 u ime naroda osnovni sud u beranama, kao prvostepeni krivični, u vijeću sastavljenom od sudije ane kenjić đukić, kao predsjednika vijeća i sudija porotnika stajke miletić i slobodana lalevića, kao članova vijeća, uz sudjelovanje zapisničara danojle milošević, u krivičnom predmetu protiv optužene z. v. , iz berana, zbog krivičnog djela falsifikovanje isprave iz čl 412 st. 2 u vezi st. 1 kz-a, po optužnici osnovnog državnog tužilaštva u beranama ktbr67/11 od 11.03.2011. godine, nakon održanog glavnog i javnog pretresa, u prisustvu zamjenika odt-a berane amre sujković, optužene i oštećenih m. v. i m. v., donio je dana 06.06.2011.godine, a javno objavio, u odsustvu stranaka, dana 09.06.2011. godine p r e s u d u optužena z. v. , jmbg …, od oca v. i majke m., rođene a., rođena … godine u b., gdje je i stalno nastanjena u selu d., državljanka cg, domaćica, udata, majka dvoje djece, pismena, sa završenom sss, siromašnog imovnog stanja, neosuđivana oslobadja se od optužbe da je: krajem 2006. godine, u b., u namjeri da je upotrijebi kao pravu, napravila lažnu javnu ispravu - mjenicu, ser.br …, u koju je unijela lažne podatke, upisala imena v. m., brlk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
538,"…, izdata od mup-a b. i v. m., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
539,"…, izdata od mup-a b. i ovaku lažnu javnu ispravu, za koju je znala da je lažna, upotrijebila kao pravu, dana 07.10.2006.godine, kod banke agro invest vfi doo b., prilikom realizacije kredita po ugovoru o zajmu br ld …, - čime bi izvršila krivično djelo falsifikovanje isprave iz čl 412 st. 2 u vezi st.1 krivičnog zakonika.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
540,"- pošto djelo za koje je optužena, po zakonu nije krivično djelo, na osnovu čl 363 tač 1 zkp.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
541,"troškovi krivičnog postupka padaju na teret budžetskih sredstava ovoga suda, na osnovu čl 203 st.1 zkp.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
542,"oštećene m. v. i m. v., iz b., radi ostvarivanja imovinsko pravnog zahtjeva za naknadu štete na osnovu čl 212 st. 3 zkp-a upućuju se na parnicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
543,"o b r a z l o ž e nj e osnovno državno tužilaštvo berane, podnijelo je optužnicu ktbr67/11 od 11.03.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
544,"2011. godine, protiv optužene z. v., iz berana, zbog krivičnog djela falsifikovanje isprave iz čl 412 st. 2 u vezi st. 1 kz-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
545,"zamjenik odt-a berane, amra sujković, u završnoj riječi, ostala je pri podnijetoj optužnici i predložila sudu da optuženu oglasi krivom i osudi na kaznu po zakonu, jer dokazima izvedenim na glavnom pretresu i to kako priznanjem optužene, tako i izjavama oštećenih nesporno je dokazano da je optužena izvršila krivično djelo, koje joj je optužnicom stavljeno na teret.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
546,"oštećena m. v. , u završnoj riječi nije se pridružila krivičnom gonjenju protiv optužene, a zadržala je pravo da imovinsko pravni zahtjev za naknadu štete ostvari u parničnom postupku, dok se o štećena m. v. , u završnoj riječi pridružila krivičnom gonjenju protiv optužene i zadržala pravo da imovinsko pravni zahtjev za naknadu štete ostvari u parničnom postupku.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
547,"optužena z. v. , u svojoj odbrani datoj tokom postupka, istakla je da priznaje da je ispunila mjenicu, ali ne priznaje da je izvršila krivično djelo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
548,mjenicu je ispunila na osnovu administrativnih zabrana oštećenih.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
549,"u banci nijesu tražili da se mjenica podpiše i ovjeri, već su samo tražili da se ispuni, čak nijesu tražili ni potpis na mjenici.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
550,"rekli su joj da ona to učini, što je i uradila.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
551,"oštećene su ispunile administrativne zabrane i iste ovjerile u ustanovama gdje su zaposlene, odnosno u oš „r.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
552,"m.“, dale su joj kopije svojih ličnih karata, jer je to tražio agroinvest i podatke za mjenicu je prepisala iz kopije ličnih karata.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
553,"podigla je kredit u iznosu od 8.000,00 €, a oštećene je nijesu pitale koliki će iznos podići.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
554,"istakla je da ako je mjenica neispravna, ne zna kako su joj takav dokument prihvatili u banci.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
555,"kredit više ne vraća, jer nije u mogućnosti.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
556,"jedno vrijeme su odbijane rate od plate m. v. po 50,00 eura i taj novac, dok je nijesu tužele, nadoknadila je.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
557,"smatra da su oštećene znale da treba da se ispuni još i mjenica, jer su i one podizale kredite.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
558,nije im kazala da je ispunila mjenicu i upisala njihove podatke.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
559,u agroinvest banci su tražili da se ispuni mjenica bez obzira koji se iznos novca podizao.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
560,"u završnoj riječi je istakla da se ne smatra krivom i smatra da je banka kriva, obzirom da je pored toliko službenih lica u banci dokumentacija prihvaćena kao uredna.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
561,"radi pravilnog i zakonitog presuđenja ove krivično pravne stvari, sud je na glavnom pretresu, u dokaznom postupku, izveo sledeće dokaze: saslušao oštećene m. v. i m. v., pročitao ugovor o zajmu agroinvest vfi doo b. ld …, od 07.10.2006.godine, izjavu za žiranta na ime m. v. od 27.09.2006. godine, administrativnu zabranu za žiranta na ime m. v. od 27.09.2006 godine, izjavu za žirante na ime m. v. od 27.09.2006 godine, administrativnu zabranu za žiranta na ime m. v. od 26.09.2006 godine, mjenicu br … i izvod iz ke za optuženu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
562,"nakon sprovedenog dokaznog postupka, cijeneći navode optužbe, odbranu optužene, te izvedene pobrojane dokaze, u smislu člana 17 i 360 zkp-a, a dovodeći ih u vezu jedne sa drugim, sud je stao na stanovište, da se u radnjama optužene nijesu stekli elementi krivičnog djela falsifikovanje isprave iz čl 412 st. 2 u vezi st. 1 kz-a, te da djelo za koje je optužena, nije krivično djelo, pa je oslobodio od optužbe, na osnovu čl 363 tač 1 zkp - a. ovo iz razloga što je izvedenim dokazima tokom postupka, nesumljivo utvrđeno da su oštećene bile žiranti optužene, da su na to dobrovoljno pristale i potpisale i ovjerile administrativne zabrane i izjave žiranata u školi gdje su zaposlene.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
563,"mjenica, koja je predmet izvršenja krivičnog djela, nije bila uredno sačinjena u skladu sa odredbama zakona o mjenici, te na osnovu iste, kredit nije mogao ni biti odobren.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
564,okolnost da je banka odobrila kredit je irelevantna za krivicu optužene.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
565,"optužena je negirala da je izvršila krivično djelo, što je sud prihvatio, jer je njena odbrana logična, obzirom da kao neuko lice, nije ni mogla znati kako se pravilno popunjava mjenica, ko je ovlašćen da je ispuni i šta se upisuje u mjenicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
566,"pri tome, optužena nije potpisala oštećene na mjenici, niti mjenica sadrži bilo čije potpise, već samo upisana imena, sa podacima oštećenih, koje je optužena prepisala iz kopija ličnih karata oštećenih, koje su joj one dale.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
567,"oštećene su predale optuženoj potpisane i ovjerene administrativne zabrane i izjave žiranata, te su dakle bile saglasne da joj budu žiranti, pa samim tim, optužena je znajući to, ispunila mjenicu podacima, ali je nije podpisala tuđim imenima, te kod nje nije postojala svijest i htenje da vrši krivično djelo, odnosno u konkretnom slučaju nedostaje postojanje umišljaja, kao bitnog elementa za izvršenje krivičnog djela falsifikovanje isprave iz čl 412 st. 2 u vezi st. 1 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
568,"obzirom da se u radnjama optužene nijesu stekli elementi krivičnog djela, za koje se tereti, sud je istu oslobodio od optužbe.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
569,"tako je na osnovu ugovora o zajmu agroinvest vfi doo b. ld …, od 07.10.2006. godine, izjava za žirante na ime m. v. i m. v. od 27.09.2006 godine, administrativnih zabrana za žiranta na ime m. v. od 27.09.2006 godine i m. v. od 26.09.2006 godine, utvrđeno je da je z. v., kod agroinvest vfi doo b. dana 07.10.2006. godine realizovala kredit u iznosu od 8.000,00 eura, te da su žiranti po ovom kreditu bili b. d., v. m. i v. m., koje su admimistrativne zabrane i izjave za žirante uredno ovjerile, a prednje dokaze je sud prihvatio i isti su nesporni.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
570,"oštećena m. v. , u svojoj izjavi je istakla da je 2006. godine žirirala optuženoj za kredit u iznosu od 3.000,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
571,"ispunila je administrativnu zabranu i istu ovjerila u školi u kojoj radi i izjavu za žiranta je takođe ispunila, a optužena joj nije kazala da joj je potrebna mjenica i da hoće da podigne kredit u iznosu od 8.000,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
572,"poznato joj je da su žiranti po tom kreditu bili ona, njena majka m. i njena sestričina d. b.. do 2010. godine je mislila da je kredit vraćen, međutim, tada joj je stigla administrativna zabrana na zaradu i nakon odlaska u banku saznala je da je kredit podignut na 8.000,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
573,pošla je kod optužene i na kraju je došlo do svađe između njih.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
574,"da je ista podigla kredit od 3.000,00 eura on bi do sada bio vraćen, kao i kredit od 8.000,00 eura da je uredno vraćan.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
575,"takođe u tom ugovoru o zajmu kako je kasnije saznala stoji da je isti podignut radi kupovine krave i traktora i u situaciji da je ugovor ispoštovan sada bi bilo moguće prodati traktor, a ne da ona vraća kredit.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
576,"nije ni bilo moguće da žirira 2006. godine na iznos od 8.000,00 eura, za što je za nju to bio veliki iznos.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
577,"kada joj je došla opomena ukupno su je dužili za iznos od 6.150,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
578,"oštećena m. v. , u svojoj izjavi je istakla, da je od osnivanja agroinvesta optuženoj, koja joj je jetrva i njenoj porodici, u više navrata žirirala.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
579,"u toku 2006. godine, bila joj je žirant za kredit u iznosu od 3.000,00 eura, obzirom da joj se toga momenta sin nalazio u zatvoru.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
580,"tek 2010. godine je saznala da je optužena podigla kredit u iznosu od 8.000,00 €, jer joj je stigla administrativna zabrana na platu i odbijeno joj je ukupno 9 rata u iznosu od po 100,00 eura, koji novac je odbrovoljno davala agroinvest banci, na način što je njen blagajnik u školi to odbijao.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
581,"po izlasku sina optužene iz zatvora, optužena je prestala da plaća rate kredita, jer su svi u njenoj porodici radno sposobni.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
582,"dodala je da je ona ispunila izjavu za žiranta i administrativnu zabranu, a mjenicu joj optužena nije pokazivala, niti je istu ispunjavala i ovjeravala.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
583,"sud je prihvatio iskaze oštećenih da su popunile i ovjerile u školi gdje rade administrativne zabrane i izjave za žirante, kao i da nijesu ispunjavale mjenicu, međutim, na osnovu toga sud nije mogao zaključiti da su se u radnjama optužene stekli elementi krivičnog djela koje joj je stavljeno na teret optužnicom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
584,"tako je na osnovu mjenice br …, utvrđeno da na prednjoj stani mjenice postoji sa lijeve strane ispisano slovima „priznajem za svoje z. v., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
585,"…“, a u donjem desnom uglu slovima ispisano „v.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
586,"m., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
587,"…, mup b.“.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
588,takođe na poleđini mjenice upisana su imena pod tačkom 1.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
589,„v.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
590,"m., brlk….",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
591,"mup-a b.“, pod tačkom 2.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
592,„v.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
593,"m., brlk…., mup-a berane“ i pod tačkom 3.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
594,„b.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
595,"d., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
596,"…, mup b.“.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
597,"sud je prihvatio prednji dokaz – mjenicu, za koju je optužena priznala da je ispunila i na osnovu koje je utvrđeno da ista ne sadrži svojeručne podpise lica čija imena su upisana u mjenici, a optužena je istakla da je mjenicu ispunila, na način kako su joj kazali u banci.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
598,"na osnovu ovako utvrđenog činjeničnog stanja, sud nije mogao izvesti zaključak, da su se u radnjama optužene z. v., stekli elementi krivičnog djela falsifikovanje isprave iz čl 412 st. 2 u vezi st. 1 kz-a, koje joj je optužnicom stavljeno na teret, pa je na osnovu čl 363 tač 1 zkp-a oslobodio od optužbe, pošto djelo za koje je optužena, po zakonu nije krivično djelo.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
599,"naime, na osnovu ugovora o zajmu agroinvest vfi doo b. ld …, izjava za žirante na ime oštećenih i administrativnih zabrana za žiranta na ime oštećenih, utvrđeno je da je optužena, kod agroinvesta vfi doo b., realizovala kredit u iznosu od 8.000,00 eura, te da su joj žiranti po ovom kreditu bili d. b., m. v. i m. v.. takođe je na osnovu mjenice br …, utvrđeno da na prednjoj stani mjenice postoji sa lijeve strane ispisano slovima „priznajem za svoje z. v., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
600,"…“, a u donjem desnom uglu slovima ispisano „v.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
601,"m., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
602,"…, mup b.“.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
603,na poleđini mjenice upisana su imena pod tačkom 1.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
604,„v.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
605,"m., brlk…., mup-a b.“, pod tačkom 2.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
606,„v.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
607,"m., brlk…., mup-a berane“ i pod tačkom 3 „b.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
608,"d., br lk.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10155.txt
