,sentence,filename
893,a da ne postavlja imovinsko pravni zahtjev za naknadu štete.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
894,izjašnjavajući se o navodima iz optužnog predloga odt-a u beranama okrivljeni p. m. je tokom postupka naveo da živi u selu g.-p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
895,u porodičnoj kući koju je sagradio sa svojom suprugom p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
896,da sa istom u braku ima tri kćerke i jednog sina,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
897,te zbog nesuglasica su se razveli sudski,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
898,ali su u kući ostali da žive zajedno.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
899,i dana 07.03.2011.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
900,negdje oko 23,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
901,dok je ležao na krevetu u kuhinji,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
902,"a na drugom krevetu u drugom uglu kuhinje ležala je njegova supruga i u jednom momentu mu se otrglo i ispustio je vjetar da bi mu u tom momentu supruga kazala: - "" izađi",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
903,"pa seri napolje"" .",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
904,a zatim iz druge sobe ušao je njihov sin p. b. koji je,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
905,"čim se pomolio na vrata od kuhinje govorio: - ""šta je majko""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
906,na šta mu je p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
907,dalje je naveo da ga je p. b. uhvatio za lijevo uvo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
908,te kada je uzeo mobilni telefon sa namjerom da pozove policiju tada i p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
909,i p. b. skaču na njega i oduzimaju mu mobilni telefon.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
910,dalje navodi da je ustao sa kreveta uzeo kuhinjski nož i krenuo napolje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
911,da bi p. b. sa stolicom pokušao da ga spriječi da izađe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
912,ali je nekako uspio i izašao vani iz kuće,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
913,a nakon toga udaljio se od kuće oko 30 m i zbog velike hladnoće se vratio u kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
914,sjeo na krevet na kojem je i ranije bio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
915,a nož je stavio pored mene ukoliko bi ga napali da se brani,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
916,a sigurno nož ne bi upotrebio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
917,te nakon što je došla policija uzela nož koji je bio na stolu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
918,kao i jedan džepni nož,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
919,a zatim nas poveli u stanicu policije gdje smo i dali izjave.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
920,da nije vrijeđao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
921,niti upućivao bilo kakve riječi prijetnje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
922,niti uvredljive riječi niti supruzi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
923,niti sinu p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
924,a da trzavica u braku sa suprugom je bilo od prvog dana braka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
925,a koje trzavice ih prate i dandanas.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
926,u završnoj riječi je naveo da nije izvršio krivična djela koja mu se stavljaju na teret.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
927,a dovodeći ih u vezu jedne sa drugim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
928,sud je stao na stanovište,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
929,da su činjenice iz činjeničnog opisa izreke presude pod stavom jedan na štetu oštećenog p. b. u potpunosti dokazane i da je okrivljeni dana 07.03.2011 godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
930,izvršio krivično djelo nasilje u porodici ili porodičnoj zajednici iz čl220.st.2 u vezi st.1.kz cg,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
931,pa ga je oglasio krivim jer nije bilo osnova koji bi isključivali postojanje krivičnog djela i krivice okrivljenog.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
932,pritom sud nije prihvatio odbranu okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
933,da ga je oštećeni p. b. hvatao za uho i da istom da istom nije upućivao riječi prijetnje držeći nož u ruci,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
934,a iz razloga jer je na sasvim drugačiji način htio prikazati kritični događaj u odnosu na oštećenog p. b. i p. lj..takođe tokom postupka nije dokazano da je okrivljeni izvršio krivično djelo bliže opisano pod stavom dva izreke presude na štetu svoje bivše supruge,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
935,oštećene p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
936,dana 07.03.2011 godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
937,te ga je na osnovu čl363.st.1tač3.zkp-a,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
938,oslobodio od optužbe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
939,je utvrđeno da živi u porodičnoj kući u selu g.-p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
940,opština berane zajedno sa razvednim suprugom p. m. i sinom p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
941,te da je tačno da pored sina p. b. imaju još tri kćerke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
942,koje su se poudale i žive kako koja gdje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
943,te da je u noći 07.03.2011.godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
944,negdje poslije 23,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
945,00 sata dok su se nalazili u kuhinji porodične kuće i gledali tv i kada su krenuli da spavaju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
946,p. b. je izašao iz kuhinje dok je p. m. ležao na krevetu i odjednom je pustio jaki vjetar,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
947,da bi mu kazala nemoj to tako da radiš,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
948,"te riječi je čuo p. b. i odmah se iz hodnika vratio i kazao okrivljenom p. m. : - ""nemoj to tako da radiš",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
949,"izađi napolje pa to radi""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
950,da bi okrivljeni p. m. ustao sa kreveta,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
951,uzeo kuhinjski nož iz vitrine i sa tim nožem krenuo u pravcu p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
952,da bi p. b. uzeo stolicu i nije mu dao da uđe u sobu u kojoj se nalazi.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
953,dalje je navela da je odmah skočila,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
954,pritvorila vrata od spavaće sobe gdje se nalazio p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
955,kako ne bi p. m. ušao u sobu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
956,"tada je m. p. kazao p. b. :- "" ti napravi kuću pa vladaj",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
957,a ja ću te iskasapit,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
958,isjeći ću te,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
959,"poješćeš svoje džigerice """,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
960,"dok se njoj obratio sa riječima: - ""kurvo j..... ti majku",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
961,"sve si ti to kriva rodila si mi pičorsku djecu sa t.""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
962,te da joj druge riječi nije govorio.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
963,da kada je zatvorila vrata od spavaće sobe gdje se nalazio p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
964,okrivljeni p. m. se vratio u kuhinju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
965,a zatim iz kuhinje otišao napolje što je iskoristila taj momenat i pozvala policiju.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
966,policija je došla i oduzela nož,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
967,a zatim ih povela u stanicu policije gdje su dali izjave.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
968,takođe je navela da kada je p. b. ušao u sobu gdje se nalazila sa svojim bivšim suprugom p. m. i kada je p. b. kazao svom ocu okrivljenom p. m. to se ne radi u kući izađi napolje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
969,okrivjeni p. m. se odmah dohvatio za telefon sa namjerom da pozove policiju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
970,ali mu ista nije dozvolila,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
971,oduzela mu telefon,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
972,a sve iz razloga,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
973,jer je okrivljeni više puta prijavljivao p. b. bez ikakvih razloga,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
974,te da se osjećala ugroženom i bojala kako za sebe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
975,tako i za život sina p. b.. iz iskaza svjedoka oštećenog p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
976,se vidi da se u noći 07.03.2011.godine se oko 23,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
977,00 sata nlazio u kuhinji porodične kuće gdje živi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
978,a gdje su mu bili majka p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
979,i otac p. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
980,koji su inače razvedeni i to p. m. je ležao na jednom krevetu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
981,a majka p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
982,na drugom krevetu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
983,dok je isti sjedio na stolici i gledao tv,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
984,te nakon što je odlučio da ide da spava,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
985,00 sata možda i nešto više otišao u svoju spavaću sobi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
986,tada čuo kakao njegov otac ispušta gasove,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
987,"vratio se iz sobe prišao do kreveta gdje mu je ležao moj otac i kazao mu : - ""izađi napolje",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
988,"pa to uradi napolje"" i malo ga rukom potisnuo u predjelu ramena i kazao mu: - ""nemoj da se ponašaš kao neki konj",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
989,"no izađi napolje""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
990,a da nije tačno da je istog vukao za uho,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
991,da bi p. m. odmah ustao sa kreveta,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
992,krenuo put kuhinje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
993,uzeo jedan kuhinjski nož,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
994,"a zatim mu uputio riječi prijetnje: - "" isukaću ti džigerice""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
995,da bi p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
996,istakao je da je ušao u svoju sobu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
997,a p. m. krenuo je put sobe u kojoj se nalazio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
998,a on je uzeo jednu drvenu stolicu i stavio na vrata da ga spriječi da uđe.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
999,"upućujući joj riječi: - ""kurvo"" i još neke neprimjerne riječi koje ne želi da kaže i koje nije mogao da zapamti koje je te večeri p. m. upućivao kako njemu tako i p.",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1000,a da je i istoj govorio da će je najesti džigericama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1001,"a njemu uputio još riječi: - ""sinašu nećeš osvanuti živ"" te da se osećao ugroženo i da se bojao za život kako za sebe tako za život svoje majke p. lj.. sud je prihvatio iskaz svjedoka-oštećene lj.",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1002,p. u cjelosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1003,jer je isti jasan i u skladu sa ostalim izvednim dokazima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1004,prvenstveno sa iskazom svjedoka oštećenog p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1005,da je okrivljeni p. m. kritične prilike držao kuhinjski nož u ruci i sa istim prijetio oštećenom p. b. upućujući mu riječi kako to stoji u izreci presude pod stavom 1,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1006,dok iskaz svjedoka oštećenog p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1007,sud nije prihvatio u dijelu da je okrivljeni p. m. upućivao riječi prijetnje oštećenoj p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1008,utvrđeno da joj okrivljeni p. m. osim uvredljivih riječi : - kurvo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1009,j..... ti majku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1010,sve si ti to kriva,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1011,"rodila si mi pičorsku djecu sa t."" nije ništa drugo upućivao",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1012,a kada se pri tom ima u vidu da ista nije dozvolila okrivljenom da uđe u sobu gdje se nalazio oštećeni p. b.. iz nalaza i mišljenja vještaka medicinske struke dr.r.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1013,r. psihijatra se vidi da je kod oštećenih kritične prilike bio više narušen duševni integritet,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1014,jer ih je napao otac i bivši suprug,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1015,pa mogu ući u akutnu stresnu situaciju koja je posledica stresogenog faktora,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1016,dok je tjelesni integritet manje ugrožen.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1017,pravnom analizom naprijed utvrđenog činjeničnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1018,sud je našao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1019,da su se u opisanim radnjama okrivljenog m. p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1020,stekla sva bitna obilježja bića krivičnog djela nasilje u porodici ili porodičnoj zajednici iz čl220.st.2 u vezi st.1.kz cg,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1021,na štetu oštećenog p. b.. naime,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1022,tokom postupka na osnovu iskaza oštećenog p. b. i svjedoka p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1023,je utvrđeno da je dana 07.03.2011 godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1024,u porodičnoj kući,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1025,koja se nalazi u selu g.-p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1026,primjenom grubog nasilja narušio duševni integritet člana svoje porodice,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1027,sina p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1028,na način što je nakon prepirke sa istim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1029,iz vitrine u kuhinji uzeo kuhinjski nož,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1030,"marke ""kitchen prince"" sa sječivom dužine oko 20 cm",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1031,sredstvo podobno da tijelo teško povrijedi ili zdravlje teško naruši i sa nožem u ruci prijetio oštećenom p. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1032,"""ja ću te iskasapiti",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1033,"poješćeš svoje džigerice""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1034,zbog kojih prijetnji je oštećeni p. b. ušao u svoju sobu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1035,a kada je okrivljeni pokušao da uđe za njim nije mu dozvolila njegova bivša supruga p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1036,koja je stala ispred njega,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1037,"nakon čega je okrivljeni neprestajući da mu prijeti ""kako će mu isukati džigerice""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1038,izašao van kuće,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1039,što je oštećeni b. iskoristio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1040,napustio kuću i otišao u svoje auto,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1041,da bi se okrivljeni poslije 5-6 minuta vratio u kuću i sa nožem u ruci sjedio na krevetu sve do dolaska policije,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1042,a što je i utvrđeno iz nalaza i mišljenja vještaka medicinske struke dr. r. r. psihijatra,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1043,da je kod oštećenog p. b. narušen duševni integritet.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1044,djelujući na opisani način,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1045,okrivljeni je postupao sa umišljajem,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1046,obzirom da je bio svjestan,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1047,da je kuhinjski nož sredstvo podobno da se tijelo teško povrijedi ili zdravlje teško naruši i sa istim nožem u ruci nastavio sa prijetnajma čime je manifestovao htenje za nastupanje zabranjene posledice.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1048,prilikom odlučivanja o izboru vrste i visine krivične sankcije koju u konkretnom slučaju treba primijeniti prema okrivljenom p. m.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1049,za naprijed navedeno krivično djelo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1050,sud je imao u vidu sve okolnosti u smislu čl 42. kz cg.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1051,olakšavajućih okolnosti na strani okrivljenog nije bilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1052,dok je od otežavajućih okolnosti na strani okrivljenog sud cijenio i uzeo u obzir njegovu raniju osuđivanost,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1053,a što je utvrđeno na osnovu izvoda iz kz up pj b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1054,pa mu je shodno čl32.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1055,po mišljenju suda izrečena kazna je srazmjerna težini izvršenog krivičnog djela i stepenu krivice okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1056,te će se i sa ovom vrstom i visinom kazne u okviru opšte svrhe izricanja krivičnih sankcija predviđenih čl4.st.2.kz cg,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1057,postići svrha kažnjavanja propisana čl32 istog zakona.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1058,osnovano se može očekivati da će izrečena kazna pozitivno djelovati na prevaspitanje okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1059,te da će ista na njega uticati da više ne vrši krivična djela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1060,okrivljeni se obavezuje da na ime troškova krivičnog postupka plati sudu iznos od 50,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1061,00 /pedeset/ eura,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1062,a koji predstavljaju izdatke koje je sud imao kao naknadu vještaku-psihijatru za dati nalaz i mišljenje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1063,kao i da na ime paušala plati sudu iznos od 30,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1064,00 /trideset/ eura,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1065,a sve u roku od 15 dana od dana pravosnažnosti presude pod prijetnjom prinudnog izvršenja.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1066,ii na osnovu izvednih dokaza tokom postupka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1067,sud je stao na stanoviše da nije dokazano da je okrivljeni p. m. izvršio krivično djelo nasilje u porodici ili porodičnoj zajednici iz čl220 st.2 u vezi st.1 kz cg na štetu svoje bivše supruge oštećene p. lj.. naime,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1068,oštećena p. lj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1069,"je tokom postupka navela da joj okrivljeni osim uvredljivih riječi: - "" kurvo",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1070,j..... ti majku,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1071,sve si ti to kriva,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1072,"rodila si mi pičorsku djecu sa t.""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1073,nije uputio riječi prijetnje.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1074,na taj način zaista optuženi je izazvao opasnost za oštećenu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1075,jer je stvorio mogućnost da u daljem toku događaja oštećenu povrijedi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1076,odnosno stvorio je konkretnu opasnost za oštećenu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1077,do povređivanja tjelesnog integriteta nije došlo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1078,oštećena nije imala vidne tjelesne povrede,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1079,a po mišljenju ovog suda niti je došlo do ugrožavanja spokojstva oštećene u smislu osećanja fizičke i psihičke sigurnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1080,a kada se pritom ima u vidu da oštećena i okrivljeni i dalje žive u istoj kući,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1081,što najbolje govori i činjenica da se oštećena nije pridružila krivičnom gonjenju protiv okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1082,pa se iz tih razloga psotupak okrivljenog ne može okarakterisati kao grubo nasilje u porodici.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
1083,kod ovakvog utvrđenog činjeničnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10156.txt
